montant,heure,pays,appareil,type_transaction,nombre_transactions_24h,ecart_moyenne,transaction_etrangere,nouvel_appareil,transactions_rapides,categorie_commercant,score_risque_localisation,score_risque_ip,fraude
3012.52,3,France,mobile,purchase,5,-1.68,1,0,0,electronics,16,91,1
5122.81,3,USA,web,transfer,6,0.06,1,0,1,electronics,57,80,0
3967.6,14,South Africa,mobile,withdrawal,2,1.44,0,1,1,groceries,42,66,0
1676.75,23,France,web,payment,2,-0.08,1,1,0,electronics,89,75,0
7194.41,17,Madagascar,ATM,purchase,0,-0.44,0,1,0,electronics,61,39,0
895.26,13,South Africa,web,withdrawal,5,-1.77,0,1,1,gaming,77,31,0
11182.71,16,USA,web,payment,2,0.45,1,0,0,groceries,39,36,0
1216.88,17,France,ATM,withdrawal,5,-1.2,0,0,0,travel,13,66,0
5155.86,10,France,web,transfer,1,0.71,0,0,0,food,80,84,0
2528.13,12,France,mobile,purchase,2,-0.47,0,0,1,electronics,25,98,0
1851.26,15,Germany,mobile,payment,4,0.7,0,0,0,gaming,36,52,0
11586.21,14,France,web,payment,4,-1.64,0,0,1,electronics,24,22,0
6266.08,10,Russia,ATM,purchase,3,0.56,0,0,1,travel,85,83,0
2810.31,10,Germany,mobile,payment,2,0.5,1,1,1,electronics,49,7,0
17071.6,22,Russia,ATM,purchase,5,-0.74,0,0,0,travel,96,8,0
7940.64,3,Madagascar,ATM,withdrawal,6,1.65,0,0,1,food,46,67,0
1332.11,14,South Africa,ATM,transfer,1,2.01,1,1,0,travel,65,73,0
310.96,9,France,ATM,withdrawal,3,-0.72,1,0,1,travel,69,72,0
3317.15,12,Russia,mobile,withdrawal,1,-0.77,0,0,1,food,68,18,0
11890.54,21,Nigeria,mobile,transfer,5,-2.1,0,0,1,food,2,58,0
5489.82,15,Germany,web,transfer,3,1.38,1,1,0,food,78,91,1
14385.32,7,Russia,ATM,transfer,7,0.88,0,1,1,food,20,61,0
1638.75,20,Madagascar,mobile,payment,4,0.36,0,1,1,travel,86,10,0
2651.22,10,South Africa,web,withdrawal,4,-0.54,0,1,0,luxury,14,13,0
2716.39,1,South Africa,mobile,transfer,4,0.55,1,1,0,groceries,53,86,1
3794.17,10,Germany,mobile,payment,1,-2.24,0,1,0,groceries,40,57,0
6421.73,8,Madagascar,web,purchase,5,0.49,0,0,0,travel,7,72,0
15250.53,20,Nigeria,mobile,withdrawal,2,0.92,0,1,1,food,88,41,0
18820.35,14,USA,web,payment,2,0.67,1,0,1,gaming,54,61,0
15781.14,19,Germany,web,purchase,2,0.67,0,1,0,travel,17,42,0
5820.15,12,Russia,mobile,purchase,6,-0.33,0,0,0,gaming,55,57,0
2117.05,14,Nigeria,ATM,withdrawal,2,0.8,0,1,1,travel,65,91,0
3736.48,23,Madagascar,ATM,purchase,5,-1.33,0,0,0,food,2,37,0
5740.1,17,Madagascar,web,withdrawal,6,-0.76,0,1,0,food,78,41,0
3412.05,22,France,ATM,payment,3,0.19,1,1,1,electronics,19,53,0
1195.36,18,Germany,ATM,transfer,3,-0.72,1,0,0,travel,51,0,0
1877.37,5,USA,ATM,transfer,5,-1.98,0,1,1,gaming,94,82,1
7101.36,17,Nigeria,mobile,purchase,5,-0.77,0,0,0,food,45,63,0
2329.71,18,Madagascar,web,payment,3,0.21,1,1,0,luxury,44,52,0
3053.9,11,Germany,ATM,payment,3,-1.14,0,0,1,gaming,92,76,0
2756.12,11,Germany,mobile,transfer,6,-1.82,1,1,1,travel,32,63,0
1221.46,10,USA,mobile,withdrawal,4,-0.35,0,1,0,groceries,14,42,0
2511.74,11,Russia,mobile,withdrawal,3,-1.31,0,0,0,electronics,5,72,0
1885.94,22,Russia,web,purchase,3,-0.09,0,1,0,groceries,67,4,0
1492.48,0,Germany,web,transfer,3,-0.0,0,1,1,travel,74,31,0
1034.52,6,Russia,mobile,payment,2,0.39,1,0,0,food,50,40,0
2695.66,22,Madagascar,mobile,withdrawal,2,-2.74,0,0,1,food,17,11,0
5531.26,15,USA,mobile,transfer,2,0.33,0,0,1,travel,64,30,0
9141.5,11,USA,web,purchase,1,0.38,1,1,1,gaming,48,33,0
739.41,20,South Africa,ATM,transfer,4,0.91,0,1,1,travel,36,98,0
14859.64,10,South Africa,web,transfer,5,0.19,0,1,1,food,29,90,0
3995.59,23,Germany,mobile,purchase,3,0.12,0,1,0,food,77,46,0
965.81,11,USA,mobile,purchase,3,1.22,0,0,1,gaming,78,31,0
1990.82,2,Madagascar,ATM,payment,2,0.79,0,0,0,travel,52,56,0
456.06,0,Russia,ATM,transfer,4,-1.79,1,1,0,groceries,71,37,1
588.89,12,Nigeria,web,withdrawal,5,1.65,0,1,0,gaming,95,65,0
16670.98,1,Germany,ATM,withdrawal,2,-0.93,1,1,1,gaming,26,26,1
1481.34,20,Madagascar,mobile,payment,4,0.57,1,1,1,gaming,78,65,0
5099.47,9,Nigeria,mobile,payment,2,-1.19,0,1,0,gaming,25,59,0
2667.27,11,USA,web,transfer,2,-0.91,0,1,1,gaming,86,63,0
3034.52,15,Nigeria,ATM,payment,1,-0.72,1,1,1,food,2,39,0
4307.13,19,Russia,ATM,purchase,3,0.65,0,0,1,gaming,81,28,0
370.92,22,Nigeria,web,transfer,3,-0.31,0,1,0,electronics,62,49,0
11142.73,9,France,ATM,purchase,3,0.31,0,0,1,travel,87,73,0
2700.76,22,Germany,web,payment,6,1.24,1,1,1,luxury,54,82,1
1800.32,16,USA,mobile,withdrawal,3,-0.18,1,1,1,groceries,70,29,0
4760.02,17,France,web,withdrawal,4,-0.67,1,0,0,food,58,62,0
1449.37,7,Nigeria,ATM,withdrawal,3,-1.33,1,1,0,travel,51,0,0
3670.97,3,USA,ATM,purchase,3,-0.63,1,1,0,gaming,96,69,1
2526.53,7,USA,mobile,payment,2,0.24,1,1,1,groceries,41,86,1
6069.37,23,South Africa,web,transfer,1,0.1,1,1,0,luxury,29,42,0
2406.8,22,France,web,withdrawal,7,2.02,0,0,1,gaming,36,36,0
1064.2,1,South Africa,web,purchase,5,0.23,1,1,1,travel,65,99,1
4282.71,21,Madagascar,web,payment,5,-0.4,1,0,1,electronics,89,67,0
2274.2,0,South Africa,web,withdrawal,3,-0.19,0,0,1,gaming,34,15,0
482.51,13,USA,web,purchase,4,0.72,0,1,0,travel,20,27,0
3632.43,20,France,ATM,payment,3,1.76,1,0,1,food,26,6,0
1741.59,3,Russia,mobile,purchase,2,0.62,1,0,1,gaming,32,48,0
4212.27,17,Madagascar,mobile,purchase,3,0.04,1,1,1,travel,73,29,0
1267.68,13,Germany,web,purchase,2,0.16,0,0,0,food,24,26,0
892.13,4,South Africa,mobile,purchase,3,0.52,0,0,1,food,34,54,0
9702.36,0,France,mobile,purchase,3,-0.94,0,0,1,electronics,75,22,0
6926.76,2,Russia,ATM,withdrawal,3,-0.37,0,0,0,luxury,61,84,0
2961.41,15,South Africa,mobile,payment,5,-0.74,0,1,1,travel,51,83,0
4618.23,22,Nigeria,mobile,purchase,2,1.18,1,1,0,food,89,90,1
6703.7,3,Germany,ATM,payment,2,-0.03,1,0,1,travel,64,86,1
2950.74,22,Germany,web,purchase,2,-0.77,1,0,1,gaming,61,43,0
890.24,13,South Africa,mobile,transfer,3,-0.55,0,0,1,travel,87,17,0
4021.74,15,South Africa,web,purchase,2,0.01,1,1,1,groceries,1,74,0
8121.11,6,South Africa,ATM,transfer,2,-0.72,1,0,0,gaming,5,70,0
5394.75,21,Madagascar,mobile,purchase,1,0.61,1,1,1,groceries,0,97,1
3163.09,10,Madagascar,mobile,payment,0,-1.45,1,1,1,electronics,14,89,1
5246.37,2,Russia,mobile,transfer,2,-1.67,1,0,0,luxury,34,67,0
2384.52,14,Germany,ATM,payment,0,-0.86,0,1,0,travel,15,55,0
8469.06,7,France,ATM,purchase,2,-1.2,0,0,1,groceries,84,79,0
11466.45,19,France,mobile,purchase,2,-1.38,0,0,1,electronics,66,19,0
815.51,12,France,mobile,transfer,2,-0.02,0,1,0,luxury,68,85,0
9099.13,17,Germany,web,payment,6,-0.37,0,1,1,gaming,64,85,0
27925.19,1,South Africa,web,payment,1,0.69,1,1,1,travel,24,16,1
5042.15,0,Russia,ATM,purchase,3,0.64,1,0,1,luxury,76,89,1
7972.53,16,Germany,web,payment,6,0.03,1,1,0,groceries,19,60,0
1560.72,16,Nigeria,web,payment,2,-0.04,0,1,1,electronics,1,33,0
1801.35,8,France,web,purchase,4,-1.72,0,1,1,gaming,18,39,0
2417.5,18,France,mobile,purchase,2,0.53,0,1,0,food,85,23,0
1993.31,6,USA,mobile,payment,2,0.15,1,0,0,electronics,88,58,0
802.86,11,Germany,web,payment,3,0.28,1,1,0,electronics,90,28,0
2508.25,10,Germany,mobile,transfer,3,-0.93,0,0,1,travel,92,88,0
6880.06,20,Russia,mobile,purchase,2,-0.9,0,0,1,electronics,69,33,0
813.61,11,South Africa,web,purchase,5,0.54,0,0,0,travel,31,63,0
3565.76,22,Russia,web,purchase,2,-0.53,0,0,0,travel,99,43,0
3458.02,14,Germany,ATM,purchase,4,-0.1,0,1,1,electronics,3,71,0
2205.44,6,South Africa,web,purchase,3,-0.19,0,1,1,food,25,70,0
4897.72,21,Madagascar,mobile,payment,2,-0.46,0,1,0,luxury,53,75,0
4458.91,12,South Africa,mobile,payment,5,-1.97,1,1,1,luxury,80,50,0
2054.05,13,Nigeria,ATM,transfer,8,0.42,0,0,0,electronics,23,0,0
8611.82,20,Madagascar,web,payment,1,0.19,1,1,1,gaming,12,67,0
5221.87,22,Nigeria,web,purchase,3,1.36,1,0,0,travel,49,23,0
14378.3,10,USA,ATM,purchase,3,1.89,0,1,0,electronics,73,22,0
2789.37,16,Nigeria,ATM,transfer,3,1.34,0,1,0,gaming,97,16,0
2160.8,14,South Africa,web,withdrawal,4,-1.24,0,1,0,electronics,14,21,0
2420.03,7,Russia,mobile,withdrawal,3,0.29,1,0,0,gaming,87,64,0
9684.84,1,South Africa,mobile,payment,0,-0.07,1,0,1,electronics,40,11,0
2569.08,14,USA,ATM,withdrawal,2,-0.39,1,0,1,gaming,44,11,0
2730.82,14,South Africa,mobile,purchase,5,0.2,1,1,0,food,34,75,0
21183.4,12,South Africa,ATM,purchase,1,-0.31,1,0,1,luxury,54,30,0
777.06,4,Russia,web,transfer,4,1.22,1,0,0,gaming,32,61,0
4259.13,14,Nigeria,ATM,withdrawal,4,-1.47,1,1,0,gaming,14,10,0
2803.28,2,Nigeria,web,payment,4,-0.71,1,1,0,electronics,62,34,1
2320.16,20,France,mobile,transfer,3,0.45,0,1,0,gaming,17,97,0
1148.99,15,USA,ATM,withdrawal,3,-0.3,0,1,1,gaming,79,15,0
1534.69,9,Nigeria,mobile,transfer,4,-0.14,0,0,0,groceries,97,30,0
1982.09,23,Madagascar,web,payment,2,-0.52,1,1,0,gaming,12,26,0
4893.88,9,Germany,ATM,transfer,0,1.33,1,0,1,electronics,34,27,0
6991.44,15,Russia,mobile,purchase,3,0.93,1,1,0,electronics,22,51,0
503.3,16,Germany,web,payment,5,0.52,0,0,1,gaming,61,20,0
896.44,7,South Africa,web,withdrawal,1,0.07,0,0,0,gaming,23,27,0
5155.86,17,Madagascar,ATM,payment,7,-1.23,1,1,1,food,49,93,1
5609.74,3,USA,ATM,purchase,3,0.5,1,0,0,gaming,32,44,0
689.76,21,Germany,ATM,payment,2,1.45,0,0,1,groceries,49,26,0
7145.86,23,USA,mobile,payment,2,1.07,1,1,0,luxury,63,18,0
2939.6,21,South Africa,web,withdrawal,3,-1.64,1,1,1,gaming,48,4,0
6292.24,2,Germany,ATM,purchase,2,1.02,1,0,1,food,71,55,0
1271.89,19,Nigeria,web,payment,2,0.34,1,1,1,groceries,90,12,0
742.47,1,South Africa,ATM,purchase,0,0.51,1,0,0,groceries,73,27,0
2189.32,22,France,ATM,purchase,3,-0.71,0,1,0,luxury,29,70,0
2288.67,4,USA,ATM,withdrawal,5,1.2,1,1,1,food,20,91,1
2164.23,10,South Africa,web,payment,3,-0.68,0,1,1,travel,93,51,0
2017.88,14,South Africa,mobile,purchase,3,-0.97,0,1,0,travel,56,0,0
16201.99,18,South Africa,mobile,payment,6,-1.31,0,0,0,electronics,61,48,0
544.68,16,Germany,ATM,transfer,1,-0.46,0,1,0,electronics,49,9,0
1280.65,21,USA,web,purchase,3,-0.03,0,0,0,gaming,43,76,0
1961.4,19,Russia,mobile,transfer,4,-1.64,1,1,1,travel,58,82,1
3053.32,17,France,ATM,withdrawal,2,0.19,0,0,0,travel,77,39,0
6069.39,14,Nigeria,ATM,withdrawal,0,-0.11,1,0,0,travel,50,59,0
7082.36,6,Madagascar,ATM,purchase,3,0.96,1,0,1,luxury,37,48,0
8747.5,17,South Africa,ATM,purchase,3,0.06,0,0,1,groceries,93,65,0
4824.46,17,France,mobile,purchase,5,1.42,0,1,1,food,50,67,0
528.47,10,Madagascar,mobile,payment,4,-1.37,1,0,1,electronics,29,78,0
564.33,23,Russia,web,transfer,5,0.54,0,1,1,food,11,22,0
9388.96,7,USA,mobile,payment,4,-0.06,1,0,1,travel,26,96,0
8801.05,23,USA,mobile,withdrawal,5,-0.5,1,1,0,travel,41,61,0
5630.88,19,France,ATM,payment,4,0.11,1,0,0,groceries,35,84,0
1312.55,6,Madagascar,mobile,transfer,4,0.64,0,1,1,gaming,89,40,0
2159.17,7,Nigeria,web,withdrawal,4,0.45,0,0,0,luxury,31,19,0
2000.47,13,France,mobile,transfer,5,-1.32,0,0,1,travel,58,69,0
1069.84,1,France,mobile,withdrawal,4,-1.63,1,0,1,gaming,63,74,0
3862.42,9,France,ATM,payment,1,0.77,1,0,0,electronics,49,3,0
25731.46,15,Russia,ATM,withdrawal,2,0.56,1,0,0,gaming,89,87,1
1815.97,22,Germany,web,withdrawal,2,-1.09,1,0,0,gaming,49,10,0
10902.79,19,Madagascar,mobile,payment,2,0.26,1,0,0,groceries,40,31,0
1229.87,18,France,mobile,purchase,1,0.09,0,0,0,gaming,15,61,0
641.2,5,Germany,mobile,purchase,0,-0.82,1,1,0,luxury,80,3,1
8002.39,5,South Africa,ATM,purchase,1,1.54,1,1,0,food,9,83,1
2395.11,7,Russia,ATM,payment,1,0.33,1,0,0,travel,89,10,0
10628.02,21,France,mobile,transfer,4,1.03,0,1,0,travel,60,89,0
12976.48,11,Germany,mobile,purchase,5,-0.78,1,1,1,food,41,81,1
2256.55,16,USA,ATM,transfer,0,0.55,1,0,1,luxury,47,75,0
11418.8,4,France,web,purchase,4,-0.17,0,0,1,food,65,47,0
1241.34,11,Russia,ATM,purchase,2,0.43,1,0,1,gaming,83,64,0
1221.95,22,Germany,web,transfer,5,-1.27,1,0,1,travel,67,33,0
8710.41,2,USA,ATM,payment,6,-0.06,0,1,1,groceries,7,79,0
634.09,12,Germany,mobile,transfer,3,-1.31,0,1,0,groceries,56,87,0
2976.31,8,South Africa,mobile,withdrawal,8,0.12,0,0,0,luxury,2,1,0
10400.96,2,Nigeria,web,payment,3,0.43,0,1,1,electronics,81,83,1
11123.22,9,Madagascar,ATM,withdrawal,2,1.64,0,1,1,travel,8,60,0
1933.97,11,South Africa,ATM,payment,4,-0.7,1,1,1,travel,65,6,0
8178.23,5,Germany,mobile,transfer,4,1.54,0,1,0,groceries,51,12,0
969.78,1,Nigeria,mobile,payment,6,0.81,0,1,0,luxury,25,64,0
1529.4,19,Nigeria,ATM,withdrawal,0,0.83,1,1,1,luxury,76,38,0
3753.37,17,Russia,web,purchase,5,1.0,1,1,1,gaming,51,42,0
4349.22,8,Madagascar,mobile,withdrawal,0,0.03,0,0,1,electronics,19,2,0
1045.52,13,South Africa,mobile,withdrawal,5,1.03,0,0,0,travel,50,83,0
19192.53,11,USA,ATM,transfer,4,0.92,1,0,0,luxury,30,91,1
456.02,15,Madagascar,ATM,payment,3,-0.63,1,0,1,luxury,8,31,0
3147.0,17,South Africa,ATM,transfer,2,0.23,1,0,1,travel,53,92,0
3626.08,23,Madagascar,ATM,payment,2,-0.92,0,1,0,luxury,68,7,0
519.59,3,Russia,ATM,purchase,1,-0.99,0,1,1,electronics,60,65,0
11205.16,14,Germany,ATM,purchase,3,-0.03,0,0,0,travel,0,60,0
1421.58,17,France,ATM,payment,1,-0.68,0,1,0,food,68,15,0
3289.38,6,Germany,mobile,transfer,5,0.97,1,0,0,gaming,96,44,0
4138.29,10,France,web,payment,2,-1.24,0,1,0,luxury,6,99,0
696.27,14,South Africa,ATM,transfer,2,0.12,0,1,1,groceries,1,72,0
1020.31,13,France,ATM,withdrawal,2,0.77,0,0,1,gaming,50,36,0
14228.86,11,Germany,web,transfer,1,-0.13,0,1,0,groceries,34,47,0
2791.04,19,France,ATM,withdrawal,11,-0.68,0,0,1,luxury,81,51,0
200.93,1,Madagascar,ATM,withdrawal,3,0.22,0,1,0,electronics,13,48,0
2204.11,10,South Africa,web,withdrawal,2,-0.83,1,1,1,travel,93,42,0
2884.47,7,Russia,web,payment,4,1.81,1,0,1,travel,42,57,0
3712.17,0,Nigeria,ATM,withdrawal,7,-1.29,0,0,1,luxury,28,86,0
403.88,11,France,web,payment,3,-1.58,0,1,1,travel,25,25,0
2894.86,3,Russia,mobile,withdrawal,2,1.09,1,0,0,travel,7,81,1
1296.4,18,Madagascar,mobile,purchase,6,-0.65,0,0,1,luxury,58,85,0
3718.35,8,Nigeria,web,withdrawal,3,0.31,0,0,0,electronics,16,78,0
4946.01,19,USA,mobile,payment,3,-1.12,1,1,1,luxury,31,23,0
4447.04,4,Nigeria,mobile,payment,1,0.7,1,0,0,food,6,41,0
12136.51,2,Madagascar,ATM,transfer,1,-0.41,1,1,0,travel,52,82,1
26650.69,10,France,web,payment,3,-1.07,1,1,0,electronics,34,97,1
959.48,1,France,mobile,purchase,2,0.89,1,0,0,groceries,10,29,0
2034.53,7,USA,web,payment,3,0.24,1,0,0,electronics,9,52,0
6267.05,14,USA,mobile,payment,1,1.32,0,0,1,electronics,69,28,0
2625.97,23,Russia,web,transfer,4,-0.58,1,1,1,travel,19,92,1
195.82,18,Nigeria,mobile,purchase,4,-0.53,0,1,1,gaming,54,25,0
2458.86,0,Nigeria,mobile,payment,2,-0.66,1,0,0,groceries,0,51,0
10240.92,1,France,ATM,payment,0,-1.34,0,0,0,gaming,83,73,0
738.97,11,Nigeria,mobile,withdrawal,2,-0.46,0,1,1,travel,33,17,0
3716.38,10,Germany,mobile,transfer,7,0.81,0,1,1,gaming,89,88,0
442.59,22,Germany,ATM,purchase,5,-0.3,1,1,1,electronics,40,48,0
7115.49,8,Nigeria,ATM,payment,2,0.55,0,1,1,gaming,52,82,0
3795.47,1,Madagascar,mobile,withdrawal,1,0.42,0,1,0,groceries,14,3,0
1689.04,5,Russia,web,transfer,3,1.57,1,1,1,luxury,32,32,1
1962.65,13,Russia,web,withdrawal,3,-0.86,0,0,0,food,59,28,0
665.76,19,Germany,web,purchase,4,0.16,0,0,0,travel,39,42,0
8165.16,13,Nigeria,web,purchase,3,-0.63,1,0,0,groceries,63,0,0
1340.3,4,South Africa,ATM,payment,5,-1.58,1,0,0,electronics,92,50,0
4916.24,10,USA,mobile,payment,6,-0.49,1,1,0,luxury,39,94,1
1139.21,7,USA,mobile,withdrawal,2,-1.77,0,0,1,food,85,88,0
26860.25,20,Nigeria,web,withdrawal,2,1.79,0,0,0,groceries,86,83,0
14181.09,4,France,mobile,payment,0,-1.53,1,0,1,travel,41,74,0
23712.19,10,South Africa,ATM,withdrawal,0,-2.13,0,1,1,luxury,66,36,0
26649.59,19,Nigeria,web,transfer,2,-0.75,1,1,0,travel,21,16,1
1580.47,6,France,ATM,purchase,4,-0.94,1,0,0,travel,13,16,0
1231.35,18,Madagascar,ATM,withdrawal,1,-0.21,0,1,0,luxury,20,62,0
22609.71,4,Germany,web,withdrawal,2,-0.03,0,1,1,groceries,80,32,1
2588.75,23,Madagascar,ATM,payment,3,0.41,1,1,1,gaming,15,36,0
6858.32,14,Nigeria,ATM,withdrawal,3,0.97,1,1,0,groceries,0,22,0
1602.5,15,Nigeria,mobile,purchase,3,0.23,1,1,1,travel,84,45,0
1629.07,8,Nigeria,mobile,payment,2,0.68,0,1,1,gaming,67,4,0
6836.0,22,Russia,web,payment,4,-0.97,1,1,0,groceries,23,16,0
415.77,22,Nigeria,ATM,payment,4,0.11,0,0,1,travel,52,24,0
6523.56,22,Madagascar,web,transfer,1,-0.18,1,0,0,food,54,30,0
5036.54,16,Germany,web,transfer,2,0.91,0,1,1,travel,55,46,0
1754.34,8,Madagascar,ATM,purchase,2,-0.74,0,0,1,electronics,57,45,0
3053.93,18,France,web,withdrawal,4,-0.63,1,1,1,travel,69,12,0
3571.91,3,Nigeria,web,payment,2,0.41,0,0,1,groceries,62,62,0
3778.29,4,Madagascar,mobile,transfer,5,0.47,1,1,1,gaming,32,43,1
5944.03,9,USA,ATM,withdrawal,3,-1.97,0,1,0,groceries,78,55,0
1319.51,13,USA,mobile,purchase,2,-0.59,1,1,1,food,43,85,1
44255.09,4,Nigeria,mobile,transfer,5,0.5,1,1,1,groceries,47,77,1
2426.99,9,USA,mobile,withdrawal,3,2.41,1,0,0,groceries,64,81,0
2615.75,23,France,mobile,purchase,0,-1.9,1,0,1,groceries,77,18,0
20841.25,2,Russia,web,purchase,3,-1.34,0,1,1,luxury,32,74,1
478.64,3,France,mobile,payment,3,-1.2,0,1,0,food,84,63,0
20624.94,5,USA,ATM,transfer,3,1.93,1,1,1,luxury,49,63,1
3272.99,14,Nigeria,mobile,purchase,2,-1.42,1,0,1,luxury,92,71,0
1754.3,10,France,mobile,purchase,7,0.34,1,0,1,food,18,59,0
972.96,22,Madagascar,web,payment,2,-0.08,1,0,0,food,92,73,0
837.9,19,South Africa,ATM,withdrawal,2,-0.43,0,0,0,electronics,97,30,0
2117.89,17,South Africa,ATM,withdrawal,3,0.33,0,0,0,groceries,82,68,0
3936.25,13,Madagascar,mobile,transfer,3,0.79,0,0,1,gaming,59,7,0
5555.24,0,Madagascar,web,payment,1,-0.55,1,0,1,electronics,44,40,0
3889.42,8,USA,web,payment,4,-0.4,1,0,0,food,56,1,0
1789.68,5,France,web,withdrawal,4,-0.1,1,0,0,food,84,97,1
11378.86,22,France,web,payment,3,1.08,1,0,1,electronics,18,1,0
43208.96,13,France,mobile,purchase,4,0.58,1,1,1,groceries,72,68,1
13288.11,6,USA,ATM,withdrawal,4,1.02,0,1,1,luxury,45,37,0
2081.22,16,Russia,mobile,purchase,3,-1.67,0,0,1,travel,22,23,0
4925.0,5,Madagascar,ATM,transfer,2,0.73,0,1,1,luxury,43,7,0
5251.01,15,Nigeria,web,payment,4,0.0,0,0,1,groceries,89,90,0
14819.16,22,Madagascar,web,purchase,0,-0.09,0,1,1,groceries,37,13,0
2125.62,7,Madagascar,ATM,payment,4,0.95,0,0,1,groceries,90,5,0
1135.79,12,Madagascar,ATM,payment,4,-0.55,1,0,0,groceries,58,8,0
9263.63,21,Germany,web,purchase,3,0.51,1,0,1,luxury,1,83,0
4475.52,17,Nigeria,web,transfer,1,2.06,0,0,1,luxury,66,61,0
983.62,0,USA,web,transfer,1,0.12,1,0,1,food,30,56,0
6036.46,10,Germany,web,purchase,2,-1.13,0,1,1,electronics,98,52,0
18737.0,6,Nigeria,web,purchase,3,-0.18,1,0,0,electronics,28,46,0
1489.57,20,Nigeria,ATM,transfer,4,-1.15,0,1,1,food,79,9,0
1222.92,7,Nigeria,ATM,payment,2,-0.24,0,1,0,electronics,39,52,0
3071.94,11,USA,ATM,transfer,3,-0.04,1,0,1,travel,69,84,0
5885.81,13,France,web,payment,1,-0.26,1,0,0,electronics,9,42,0
2765.8,0,Russia,web,transfer,1,-0.1,0,0,1,gaming,1,76,0
9268.95,6,Nigeria,ATM,withdrawal,6,-0.87,1,1,0,electronics,48,96,1
3868.83,16,Madagascar,mobile,withdrawal,4,-2.14,0,1,1,food,51,79,0
8198.07,1,USA,mobile,transfer,4,0.79,0,0,0,luxury,65,48,0
1449.79,11,Russia,ATM,transfer,3,-0.54,1,1,1,gaming,39,50,0
873.3,14,South Africa,mobile,purchase,4,1.45,0,0,0,gaming,42,57,0
2121.69,5,Germany,ATM,payment,2,-2.07,1,0,1,travel,48,50,0
775.54,19,Nigeria,ATM,withdrawal,3,0.38,1,1,1,travel,61,43,0
4488.73,3,South Africa,ATM,transfer,6,0.46,1,0,0,gaming,66,14,0
396.75,3,Germany,ATM,withdrawal,2,-0.3,0,0,0,gaming,30,16,0
1895.57,11,Germany,mobile,purchase,5,-0.63,1,0,0,luxury,93,69,0
2239.58,10,Russia,ATM,payment,3,-1.05,0,1,0,gaming,35,51,0
1046.66,9,France,mobile,purchase,3,-0.1,0,1,0,electronics,12,88,0
2194.36,4,Germany,web,withdrawal,6,1.39,1,1,0,luxury,37,72,1
2993.72,17,Madagascar,mobile,payment,1,2.17,1,0,1,groceries,35,68,0
10606.61,3,Nigeria,web,payment,2,-2.33,1,1,0,groceries,27,61,1
1052.86,20,USA,ATM,transfer,1,-2.11,1,1,0,travel,63,63,0
4261.33,2,Germany,web,transfer,3,-0.73,1,1,1,electronics,22,39,1
5196.59,16,France,ATM,payment,4,0.04,0,0,1,gaming,46,53,0
2918.52,1,Nigeria,web,transfer,5,0.84,1,1,1,groceries,91,95,1
1811.59,14,Madagascar,web,transfer,5,-1.22,1,0,0,travel,85,81,0
954.33,16,Russia,ATM,payment,6,-0.4,1,1,1,luxury,66,31,0
19901.8,23,South Africa,ATM,withdrawal,1,1.36,0,1,0,travel,28,59,0
3205.55,1,France,ATM,purchase,2,0.42,1,0,1,luxury,49,77,0
2174.26,22,Germany,mobile,payment,4,-0.36,1,1,1,gaming,72,59,0
24873.3,11,Madagascar,mobile,transfer,3,0.23,0,1,1,travel,30,44,0
3723.01,16,Nigeria,web,withdrawal,2,-0.19,0,0,0,groceries,99,51,0
37930.0,23,France,mobile,withdrawal,5,-0.9,0,1,1,luxury,16,30,0
723.2,16,Madagascar,ATM,purchase,3,0.41,1,1,0,luxury,72,13,0
2351.62,4,Russia,ATM,payment,5,-0.6,0,1,0,travel,63,40,0
757.47,9,Madagascar,ATM,transfer,4,0.72,1,1,1,electronics,3,97,1
2638.26,10,South Africa,ATM,transfer,4,-2.31,0,0,0,groceries,76,88,0
2625.67,14,Germany,ATM,withdrawal,4,0.28,1,0,1,electronics,42,73,0
1885.54,13,Germany,ATM,payment,2,-0.98,0,0,0,groceries,75,34,0
3146.0,12,France,ATM,withdrawal,3,0.73,0,0,0,food,11,81,0
1979.7,6,France,web,purchase,2,-1.61,0,1,0,travel,21,98,0
2669.45,15,USA,mobile,transfer,3,-1.49,1,1,0,gaming,88,44,0
1399.97,22,France,mobile,purchase,2,-1.59,0,0,0,luxury,52,84,0
12617.27,16,Madagascar,ATM,payment,2,-0.09,1,1,0,travel,23,41,0
983.63,22,Germany,ATM,transfer,2,-0.42,0,1,0,luxury,26,31,0
3686.25,15,Madagascar,web,withdrawal,4,-0.94,1,0,0,travel,21,31,0
904.48,0,USA,ATM,withdrawal,6,0.58,0,0,0,luxury,50,4,0
1293.43,18,South Africa,ATM,purchase,2,-1.76,0,0,0,groceries,76,61,0
1439.05,17,Nigeria,web,transfer,1,0.85,1,1,1,luxury,77,85,1
2612.91,15,Madagascar,ATM,payment,1,1.22,0,0,0,gaming,5,15,0
3552.55,1,USA,ATM,withdrawal,0,0.24,0,0,0,luxury,35,85,0
985.62,1,Nigeria,web,purchase,9,-1.3,1,1,1,travel,55,12,1
1971.39,7,Germany,ATM,transfer,3,1.07,0,0,1,luxury,20,44,0
1106.39,2,Russia,mobile,purchase,3,1.32,1,0,1,luxury,31,48,0
1058.59,19,Nigeria,mobile,withdrawal,2,1.0,1,0,0,electronics,70,95,0
9260.93,15,France,mobile,withdrawal,4,0.36,0,0,1,gaming,41,67,0
